pk,model,member,date,hours
18983,mks.weeklypresence,882,2013-06-23,24.0
18984,mks.weeklypresence,882,2013-06-30,29.0
18985,mks.weeklypresence,791,2013-05-05,25.0
18986,mks.weeklypresence,791,2013-05-12,8.0
18987,mks.weeklypresence,791,2013-05-19,14.0
18988,mks.weeklypresence,791,2013-05-26,20.0
18989,mks.weeklypresence,791,2013-06-02,28.0
18990,mks.weeklypresence,791,2013-06-09,8.0
18991,mks.weeklypresence,791,2013-06-16,27.0
18992,mks.weeklypresence,791,2013-06-23,14.0
18993,mks.weeklypresence,791,2013-06-30,21.0
18994,mks.weeklypresence,41,2013-05-05,13.0
18995,mks.weeklypresence,41,2013-05-12,7.0
18996,mks.weeklypresence,41,2013-05-19,14.0
18997,mks.weeklypresence,41,2013-05-26,11.0
18998,mks.weeklypresence,41,2013-06-02,14.0
18999,mks.weeklypresence,41,2013-06-09,6.0
19000,mks.weeklypresence,41,2013-06-16,11.0
19001,mks.weeklypresence,41,2013-06-23,11.0
19002,mks.weeklypresence,41,2013-06-30,13.0
19003,mks.weeklypresence,867,2013-05-05,21.0
19004,mks.weeklypresence,867,2013-05-12,11.0
19005,mks.weeklypresence,867,2013-05-19,23.0
19006,mks.weeklypresence,867,2013-05-26,24.0
19007,mks.weeklypresence,867,2013-06-02,31.0
19008,mks.weeklypresence,867,2013-06-09,25.0
19009,mks.weeklypresence,867,2013-06-16,27.0
19010,mks.weeklypresence,867,2013-06-23,29.0
19011,mks.weeklypresence,867,2013-06-30,28.0
19012,mks.weeklypresence,872,2013-05-05,26.0
19013,mks.weeklypresence,872,2013-05-12,11.0
19014,mks.weeklypresence,872,2013-05-19,30.0
19015,mks.weeklypresence,872,2013-05-26,28.0
19016,mks.weeklypresence,872,2013-06-02,30.0
19017,mks.weeklypresence,872,2013-06-09,23.0
19018,mks.weeklypresence,872,2013-06-16,28.0
19019,mks.weeklypresence,872,2013-06-23,31.0
19020,mks.weeklypresence,872,2013-06-30,29.0
19021,mks.weeklypresence,90,2013-05-05,0.0
19022,mks.weeklypresence,90,2013-05-12,3.0
19023,mks.weeklypresence,90,2013-05-19,4.0
19024,mks.weeklypresence,90,2013-05-26,3.0
19025,mks.weeklypresence,90,2013-06-02,10.0
19026,mks.weeklypresence,90,2013-06-09,12.0
19027,mks.weeklypresence,90,2013-06-16,0.0
19028,mks.weeklypresence,90,2013-06-23,9.0
19029,mks.weeklypresence,90,2013-06-30,12.0
19030,mks.weeklypresence,20,2013-05-05,14.0
19031,mks.weeklypresence,20,2013-05-12,7.0
19032,mks.weeklypresence,20,2013-05-19,20.0
19033,mks.weeklypresence,20,2013-05-26,0.0
19034,mks.weeklypresence,20,2013-06-02,21.0
19035,mks.weeklypresence,20,2013-06-09,22.0
19036,mks.weeklypresence,20,2013-06-16,15.0
19037,mks.weeklypresence,20,2013-06-23,19.0
19038,mks.weeklypresence,20,2013-06-30,19.0
19039,mks.weeklypresence,725,2013-05-05,10.0
19040,mks.weeklypresence,725,2013-05-12,3.0
19041,mks.weeklypresence,725,2013-05-19,19.0
19042,mks.weeklypresence,725,2013-05-26,3.0
19043,mks.weeklypresence,725,2013-06-02,8.0
19044,mks.weeklypresence,725,2013-06-09,5.0
19045,mks.weeklypresence,725,2013-06-16,11.0
19046,mks.weeklypresence,725,2013-06-23,18.0
19047,mks.weeklypresence,725,2013-06-30,5.0
19048,mks.weeklypresence,723,2013-05-05,23.0
19049,mks.weeklypresence,723,2013-05-12,10.0
19050,mks.weeklypresence,723,2013-05-19,25.0
19051,mks.weeklypresence,723,2013-05-26,20.0
19052,mks.weeklypresence,723,2013-06-02,24.0
19053,mks.weeklypresence,723,2013-06-09,23.0
19054,mks.weeklypresence,723,2013-06-16,24.0
19055,mks.weeklypresence,723,2013-06-23,22.0
19056,mks.weeklypresence,723,2013-06-30,26.0
19057,mks.weeklypresence,734,2013-05-05,11.0
19058,mks.weeklypresence,734,2013-05-12,3.0
19059,mks.weeklypresence,734,2013-05-19,12.0
19060,mks.weeklypresence,734,2013-05-26,0.0
19061,mks.weeklypresence,734,2013-06-02,0.0
19062,mks.weeklypresence,734,2013-06-09,15.0
19063,mks.weeklypresence,734,2013-06-16,11.0
19064,mks.weeklypresence,734,2013-06-23,11.0
19065,mks.weeklypresence,734,2013-06-30,16.0
19066,mks.weeklypresence,756,2013-05-05,22.0
19067,mks.weeklypresence,756,2013-05-12,8.0
19068,mks.weeklypresence,756,2013-05-19,14.0
19069,mks.weeklypresence,756,2013-05-26,0.0
19070,mks.weeklypresence,756,2013-06-02,27.0
19071,mks.weeklypresence,756,2013-06-09,21.0
19072,mks.weeklypresence,756,2013-06-16,27.0
19073,mks.weeklypresence,756,2013-06-23,25.0
19074,mks.weeklypresence,756,2013-06-30,7.0
19075,mks.weeklypresence,780,2013-05-05,26.0
19076,mks.weeklypresence,780,2013-05-12,11.0
19077,mks.weeklypresence,780,2013-05-19,21.0
19078,mks.weeklypresence,780,2013-05-26,12.0
19079,mks.weeklypresence,780,2013-06-02,31.0
19080,mks.weeklypresence,780,2013-06-09,25.0
19081,mks.weeklypresence,780,2013-06-16,26.0
19082,mks.weeklypresence,780,2013-06-23,13.0
19083,mks.weeklypresence,780,2013-06-30,31.0
19084,mks.weeklypresence,877,2013-05-05,27.0
19085,mks.weeklypresence,877,2013-05-12,12.0
19086,mks.weeklypresence,877,2013-05-19,31.0
19087,mks.weeklypresence,877,2013-05-26,29.0
19088,mks.weeklypresence,877,2013-06-02,0.0
19089,mks.weeklypresence,877,2013-06-09,22.0
19090,mks.weeklypresence,877,2013-06-16,31.0
19091,mks.weeklypresence,877,2013-06-23,25.0
19092,mks.weeklypresence,877,2013-06-30,21.0
19093,mks.weeklypresence,7,2013-05-05,16.0
19094,mks.weeklypresence,7,2013-05-12,4.0
19095,mks.weeklypresence,7,2013-05-19,25.0
19096,mks.weeklypresence,7,2013-05-26,18.0
19097,mks.weeklypresence,7,2013-06-02,25.0
19098,mks.weeklypresence,7,2013-06-09,20.0
19099,mks.weeklypresence,7,2013-06-16,16.0
19100,mks.weeklypresence,7,2013-06-23,26.0
19101,mks.weeklypresence,7,2013-06-30,22.0
19102,mks.weeklypresence,890,2013-05-05,27.0
19103,mks.weeklypresence,890,2013-05-12,12.0
19104,mks.weeklypresence,890,2013-05-19,27.0
19105,mks.weeklypresence,890,2013-05-26,28.0
19106,mks.weeklypresence,890,2013-06-02,31.0
19107,mks.weeklypresence,890,2013-06-09,27.0
19108,mks.weeklypresence,890,2013-06-16,28.0
19109,mks.weeklypresence,890,2013-06-23,26.0
19110,mks.weeklypresence,890,2013-06-30,25.0
19111,mks.weeklypresence,805,2013-05-05,28.0
19112,mks.weeklypresence,805,2013-05-12,12.0
19113,mks.weeklypresence,805,2013-05-19,14.0
19114,mks.weeklypresence,805,2013-05-26,9.0
19115,mks.weeklypresence,805,2013-06-02,29.0
19116,mks.weeklypresence,805,2013-06-09,29.0
19117,mks.weeklypresence,805,2013-06-16,0.0
19118,mks.weeklypresence,805,2013-06-23,31.0
19119,mks.weeklypresence,805,2013-06-30,30.0
19120,mks.weeklypresence,828,2013-05-05,7.0
19121,mks.weeklypresence,828,2013-05-12,8.0
19122,mks.weeklypresence,828,2013-05-19,15.0
19123,mks.weeklypresence,828,2013-05-26,7.0
19124,mks.weeklypresence,828,2013-06-02,6.0
19125,mks.weeklypresence,828,2013-06-09,17.0
19126,mks.weeklypresence,828,2013-06-16,16.0
19127,mks.weeklypresence,828,2013-06-23,6.0
19128,mks.weeklypresence,828,2013-06-30,17.0
19129,mks.weeklypresence,768,2013-05-05,8.0
19130,mks.weeklypresence,768,2013-05-12,3.0
19131,mks.weeklypresence,768,2013-05-19,12.0
19132,mks.weeklypresence,768,2013-05-26,9.0
19133,mks.weeklypresence,768,2013-06-02,7.0
19134,mks.weeklypresence,768,2013-06-09,0.0
19135,mks.weeklypresence,768,2013-06-16,9.0
19136,mks.weeklypresence,768,2013-06-23,2.0
19137,mks.weeklypresence,768,2013-06-30,15.0
19138,mks.weeklypresence,893,2013-05-05,21.0
19139,mks.weeklypresence,893,2013-05-12,13.0
19140,mks.weeklypresence,893,2013-05-19,34.0
19141,mks.weeklypresence,893,2013-05-26,31.0
19142,mks.weeklypresence,893,2013-06-02,32.0
19143,mks.weeklypresence,893,2013-06-09,26.0
19144,mks.weeklypresence,893,2013-06-16,35.0
19145,mks.weeklypresence,893,2013-06-23,27.0
19146,mks.weeklypresence,893,2013-06-30,33.0
19147,mks.weeklypresence,201,2013-05-05,19.0
19148,mks.weeklypresence,201,2013-05-12,11.0
19149,mks.weeklypresence,201,2013-05-19,24.0
19150,mks.weeklypresence,201,2013-05-26,17.0
19151,mks.weeklypresence,201,2013-06-02,29.0
19152,mks.weeklypresence,201,2013-06-09,16.0
19153,mks.weeklypresence,201,2013-06-16,20.0
19154,mks.weeklypresence,201,2013-06-23,23.0
19155,mks.weeklypresence,201,2013-06-30,21.0
19156,mks.weeklypresence,212,2013-05-05,15.0
19157,mks.weeklypresence,212,2013-05-12,9.0
19158,mks.weeklypresence,212,2013-05-19,19.0
19159,mks.weeklypresence,212,2013-05-26,15.0
19160,mks.weeklypresence,212,2013-06-02,17.0
19161,mks.weeklypresence,212,2013-06-09,13.0
19162,mks.weeklypresence,212,2013-06-16,12.0
19163,mks.weeklypresence,212,2013-06-23,21.0
19164,mks.weeklypresence,212,2013-06-30,18.0
19165,mks.weeklypresence,865,2013-05-05,32.0
19166,mks.weeklypresence,865,2013-05-12,11.0
19167,mks.weeklypresence,865,2013-05-19,21.0
19168,mks.weeklypresence,865,2013-05-26,0.0
19169,mks.weeklypresence,865,2013-06-02,31.0
19170,mks.weeklypresence,865,2013-06-09,25.0
19171,mks.weeklypresence,865,2013-06-16,23.0
19172,mks.weeklypresence,865,2013-06-23,22.0
19173,mks.weeklypresence,865,2013-06-30,26.0
19174,mks.weeklypresence,837,2013-05-05,23.0
19175,mks.weeklypresence,837,2013-05-12,10.0
19176,mks.weeklypresence,837,2013-05-19,23.0
19177,mks.weeklypresence,837,2013-05-26,28.0
19178,mks.weeklypresence,837,2013-06-02,25.0
19179,mks.weeklypresence,837,2013-06-09,26.0
19180,mks.weeklypresence,837,2013-06-16,26.0
19181,mks.weeklypresence,837,2013-06-23,29.0
19182,mks.weeklypresence,837,2013-06-30,29.0
19183,mks.weeklypresence,789,2013-05-05,23.0
19184,mks.weeklypresence,789,2013-05-12,8.0
19185,mks.weeklypresence,789,2013-05-19,25.0
19186,mks.weeklypresence,789,2013-05-26,20.0
19187,mks.weeklypresence,789,2013-06-02,22.0
19188,mks.weeklypresence,789,2013-06-09,22.0
19189,mks.weeklypresence,789,2013-06-16,21.0
19190,mks.weeklypresence,789,2013-06-23,26.0
19191,mks.weeklypresence,789,2013-06-30,24.0
19192,mks.weeklypresence,846,2013-05-05,28.0
19193,mks.weeklypresence,846,2013-05-12,11.0
19194,mks.weeklypresence,846,2013-05-19,26.0
19195,mks.weeklypresence,846,2013-05-26,30.0
19196,mks.weeklypresence,846,2013-06-02,29.0
19197,mks.weeklypresence,846,2013-06-09,16.0
19198,mks.weeklypresence,846,2013-06-16,29.0
19199,mks.weeklypresence,846,2013-06-23,29.0
19200,mks.weeklypresence,846,2013-06-30,0.0
19201,mks.weeklypresence,857,2013-05-05,18.0
19202,mks.weeklypresence,857,2013-05-12,10.0
19203,mks.weeklypresence,857,2013-05-19,20.0
19204,mks.weeklypresence,857,2013-05-26,12.0
19205,mks.weeklypresence,857,2013-06-02,24.0
19206,mks.weeklypresence,857,2013-06-09,15.0
19207,mks.weeklypresence,857,2013-06-16,23.0
19208,mks.weeklypresence,857,2013-06-23,16.0
19209,mks.weeklypresence,857,2013-06-30,18.0
19210,mks.weeklypresence,878,2013-05-05,7.0
19211,mks.weeklypresence,878,2013-05-12,2.0
19212,mks.weeklypresence,878,2013-05-19,12.0
19213,mks.weeklypresence,878,2013-05-26,12.0
19214,mks.weeklypresence,878,2013-06-02,17.0
19215,mks.weeklypresence,878,2013-06-09,13.0
19216,mks.weeklypresence,878,2013-06-16,10.0
19217,mks.weeklypresence,878,2013-06-23,9.0
19218,mks.weeklypresence,878,2013-06-30,11.0
19219,mks.weeklypresence,902,2013-05-05,13.0
19220,mks.weeklypresence,902,2013-05-12,4.0
19221,mks.weeklypresence,902,2013-05-19,0.0
19222,mks.weeklypresence,902,2013-05-26,12.0
19223,mks.weeklypresence,902,2013-06-02,16.0
19224,mks.weeklypresence,902,2013-06-09,17.0
19225,mks.weeklypresence,902,2013-06-16,14.0
19226,mks.weeklypresence,902,2013-06-23,18.0
19227,mks.weeklypresence,902,2013-06-30,18.0
19228,mks.weeklypresence,897,2013-05-05,19.0
19229,mks.weeklypresence,897,2013-05-12,9.0
19230,mks.weeklypresence,897,2013-05-19,8.0
19231,mks.weeklypresence,897,2013-05-26,17.0
19232,mks.weeklypresence,897,2013-06-02,18.0
19233,mks.weeklypresence,897,2013-06-09,21.0
19234,mks.weeklypresence,897,2013-06-16,21.0
19235,mks.weeklypresence,897,2013-06-23,26.0
19236,mks.weeklypresence,897,2013-06-30,22.0
19237,mks.weeklypresence,695,2013-05-05,7.0
19238,mks.weeklypresence,695,2013-05-12,3.0
19239,mks.weeklypresence,695,2013-05-19,8.0
19240,mks.weeklypresence,695,2013-05-26,6.0
19241,mks.weeklypresence,695,2013-06-02,8.0
19242,mks.weeklypresence,695,2013-06-09,8.0
19243,mks.weeklypresence,695,2013-06-16,7.0
19244,mks.weeklypresence,695,2013-06-23,0.0
19245,mks.weeklypresence,695,2013-06-30,6.0
19246,mks.weeklypresence,1,2013-05-05,19.0
19247,mks.weeklypresence,1,2013-05-12,9.0
19248,mks.weeklypresence,1,2013-05-19,22.0
19249,mks.weeklypresence,1,2013-05-26,26.0
19250,mks.weeklypresence,1,2013-06-02,27.0
19251,mks.weeklypresence,1,2013-06-09,22.0
19252,mks.weeklypresence,1,2013-06-16,26.0
19253,mks.weeklypresence,1,2013-06-23,21.0
19254,mks.weeklypresence,1,2013-06-30,30.0
19255,mks.weeklypresence,898,2013-05-05,19.0
19256,mks.weeklypresence,898,2013-05-12,12.0
19257,mks.weeklypresence,898,2013-05-19,27.0
19258,mks.weeklypresence,898,2013-05-26,17.0
19259,mks.weeklypresence,898,2013-06-02,35.0
19260,mks.weeklypresence,898,2013-06-09,27.0
19261,mks.weeklypresence,898,2013-06-16,22.0
19262,mks.weeklypresence,898,2013-06-23,28.0
19263,mks.weeklypresence,898,2013-06-30,32.0
19264,mks.weeklypresence,868,2013-05-05,10.0
19265,mks.weeklypresence,868,2013-05-12,7.0
19266,mks.weeklypresence,868,2013-05-19,18.0
19267,mks.weeklypresence,868,2013-05-26,19.0
19268,mks.weeklypresence,868,2013-06-02,19.0
19269,mks.weeklypresence,868,2013-06-09,20.0
19270,mks.weeklypresence,868,2013-06-16,26.0
19271,mks.weeklypresence,868,2013-06-23,15.0
19272,mks.weeklypresence,868,2013-06-30,18.0
19273,mks.weeklypresence,861,2013-05-05,21.0
19274,mks.weeklypresence,861,2013-05-12,10.0
19275,mks.weeklypresence,861,2013-05-19,23.0
19276,mks.weeklypresence,861,2013-05-26,18.0
19277,mks.weeklypresence,861,2013-06-02,23.0
19278,mks.weeklypresence,861,2013-06-09,13.0
19279,mks.weeklypresence,861,2013-06-16,0.0
19280,mks.weeklypresence,861,2013-06-23,25.0
19281,mks.weeklypresence,861,2013-06-30,27.0
19282,mks.weeklypresence,216,2013-05-05,5.0
19283,mks.weeklypresence,216,2013-05-12,5.0
19284,mks.weeklypresence,216,2013-05-19,16.0
19285,mks.weeklypresence,216,2013-05-26,21.0
19286,mks.weeklypresence,216,2013-06-02,16.0
19287,mks.weeklypresence,216,2013-06-09,14.0
19288,mks.weeklypresence,216,2013-06-16,22.0
19289,mks.weeklypresence,216,2013-06-23,23.0
19290,mks.weeklypresence,216,2013-06-30,22.0
19291,mks.weeklypresence,751,2013-05-05,8.0
19292,mks.weeklypresence,751,2013-05-12,10.0
19293,mks.weeklypresence,751,2013-05-19,24.0
19294,mks.weeklypresence,751,2013-05-26,23.0
19295,mks.weeklypresence,751,2013-06-02,18.0
19296,mks.weeklypresence,751,2013-06-09,11.0
19297,mks.weeklypresence,751,2013-06-16,26.0
19298,mks.weeklypresence,751,2013-06-23,19.0
19299,mks.weeklypresence,751,2013-06-30,31.0
19300,mks.weeklypresence,887,2013-05-05,20.0
19301,mks.weeklypresence,887,2013-05-12,3.0
19302,mks.weeklypresence,887,2013-05-19,19.0
19303,mks.weeklypresence,887,2013-05-26,14.0
19304,mks.weeklypresence,887,2013-06-02,17.0
19305,mks.weeklypresence,887,2013-06-09,12.0
19306,mks.weeklypresence,887,2013-06-16,0.0
19307,mks.weeklypresence,887,2013-06-23,16.0
19308,mks.weeklypresence,887,2013-06-30,14.0
19309,mks.weeklypresence,894,2013-05-05,22.0
19310,mks.weeklypresence,894,2013-05-12,11.0
19311,mks.weeklypresence,894,2013-05-19,32.0
19312,mks.weeklypresence,894,2013-05-26,32.0
19313,mks.weeklypresence,894,2013-06-02,28.0
19314,mks.weeklypresence,894,2013-06-09,10.0
19315,mks.weeklypresence,894,2013-06-16,24.0
19316,mks.weeklypresence,894,2013-06-23,31.0
19317,mks.weeklypresence,894,2013-06-30,29.0
19318,mks.weeklypresence,790,2013-05-05,2.0
19319,mks.weeklypresence,790,2013-05-12,7.0
19320,mks.weeklypresence,790,2013-05-19,12.0
19321,mks.weeklypresence,790,2013-05-26,16.0
19322,mks.weeklypresence,790,2013-06-02,17.0
19323,mks.weeklypresence,790,2013-06-09,23.0
19324,mks.weeklypresence,790,2013-06-16,19.0
19325,mks.weeklypresence,790,2013-06-23,0.0
19326,mks.weeklypresence,790,2013-06-30,21.0
19327,mks.weeklypresence,740,2013-05-05,29.0
19328,mks.weeklypresence,740,2013-05-12,11.0
19329,mks.weeklypresence,740,2013-05-19,28.0
19330,mks.weeklypresence,740,2013-05-26,23.0
19331,mks.weeklypresence,740,2013-06-02,27.0
19332,mks.weeklypresence,740,2013-06-09,26.0
19333,mks.weeklypresence,740,2013-06-16,28.0
19334,mks.weeklypresence,740,2013-06-23,31.0
19335,mks.weeklypresence,740,2013-06-30,30.0
19336,mks.weeklypresence,50,2013-05-05,25.0
19337,mks.weeklypresence,50,2013-05-12,13.0
19338,mks.weeklypresence,50,2013-05-19,22.0
19339,mks.weeklypresence,50,2013-05-26,19.0
19340,mks.weeklypresence,50,2013-06-02,21.0
19341,mks.weeklypresence,50,2013-06-09,26.0
19342,mks.weeklypresence,50,2013-06-16,27.0
19343,mks.weeklypresence,50,2013-06-23,28.0
19344,mks.weeklypresence,50,2013-06-30,20.0
19345,mks.weeklypresence,65,2013-05-05,14.0
19346,mks.weeklypresence,65,2013-05-12,9.0
19347,mks.weeklypresence,65,2013-05-19,28.0
19348,mks.weeklypresence,65,2013-05-26,24.0
19349,mks.weeklypresence,65,2013-06-02,21.0
19350,mks.weeklypresence,65,2013-06-09,21.0
19351,mks.weeklypresence,65,2013-06-16,28.0
19352,mks.weeklypresence,65,2013-06-23,22.0
19353,mks.weeklypresence,65,2013-06-30,27.0
19354,mks.weeklypresence,826,2013-05-05,18.0
19355,mks.weeklypresence,826,2013-05-12,10.0
19356,mks.weeklypresence,826,2013-05-19,24.0
19357,mks.weeklypresence,826,2013-05-26,30.0
19358,mks.weeklypresence,826,2013-06-02,33.0
19359,mks.weeklypresence,826,2013-06-09,26.0
19360,mks.weeklypresence,826,2013-06-16,23.0
19361,mks.weeklypresence,826,2013-06-23,30.0
19362,mks.weeklypresence,826,2013-06-30,30.0
19363,mks.weeklypresence,754,2013-05-05,17.0
19364,mks.weeklypresence,754,2013-05-12,9.0
19365,mks.weeklypresence,754,2013-05-19,11.0
19366,mks.weeklypresence,754,2013-05-26,19.0
19367,mks.weeklypresence,754,2013-06-02,25.0
19368,mks.weeklypresence,754,2013-06-09,21.0
19369,mks.weeklypresence,754,2013-06-16,18.0
19370,mks.weeklypresence,754,2013-06-23,17.0
19371,mks.weeklypresence,754,2013-06-30,24.0
19372,mks.weeklypresence,781,2013-05-05,18.0
19373,mks.weeklypresence,781,2013-05-12,9.0
19374,mks.weeklypresence,781,2013-05-19,15.0
19375,mks.weeklypresence,781,2013-05-26,12.0
19376,mks.weeklypresence,781,2013-06-02,22.0
19377,mks.weeklypresence,781,2013-06-09,15.0
19378,mks.weeklypresence,781,2013-06-16,19.0
19379,mks.weeklypresence,781,2013-06-23,20.0
19380,mks.weeklypresence,781,2013-06-30,18.0
19381,mks.weeklypresence,69,2013-05-05,2.0
19382,mks.weeklypresence,69,2013-05-12,3.0
19383,mks.weeklypresence,69,2013-05-19,10.0
19384,mks.weeklypresence,69,2013-05-26,7.0
19385,mks.weeklypresence,69,2013-06-02,18.0
19386,mks.weeklypresence,69,2013-06-09,5.0
19387,mks.weeklypresence,69,2013-06-16,7.0
19388,mks.weeklypresence,69,2013-06-23,15.0
19389,mks.weeklypresence,69,2013-06-30,10.0
19390,mks.weeklypresence,70,2013-05-05,0.0
19391,mks.weeklypresence,70,2013-05-12,3.0
19392,mks.weeklypresence,70,2013-05-19,19.0
19393,mks.weeklypresence,70,2013-05-26,6.0
19394,mks.weeklypresence,70,2013-06-02,9.0
19395,mks.weeklypresence,70,2013-06-09,5.0
19396,mks.weeklypresence,70,2013-06-16,7.0
19397,mks.weeklypresence,70,2013-06-23,12.0
19398,mks.weeklypresence,70,2013-06-30,13.0
19399,mks.weeklypresence,874,2013-05-05,10.0
19400,mks.weeklypresence,874,2013-05-12,3.0
19401,mks.weeklypresence,874,2013-05-19,14.0
19402,mks.weeklypresence,874,2013-05-26,15.0
19403,mks.weeklypresence,874,2013-06-02,18.0
19404,mks.weeklypresence,874,2013-06-09,16.0
19405,mks.weeklypresence,874,2013-06-16,17.0
19406,mks.weeklypresence,874,2013-06-23,18.0
19407,mks.weeklypresence,874,2013-06-30,20.0
19408,mks.weeklypresence,119,2013-05-05,14.0
19409,mks.weeklypresence,119,2013-05-12,9.0
19410,mks.weeklypresence,119,2013-05-19,4.0
19411,mks.weeklypresence,119,2013-05-26,0.0
19412,mks.weeklypresence,119,2013-06-02,22.0
19413,mks.weeklypresence,119,2013-06-09,30.0
19414,mks.weeklypresence,119,2013-06-16,9.0
19415,mks.weeklypresence,119,2013-06-23,16.0
19416,mks.weeklypresence,119,2013-06-30,26.0
19417,mks.weeklypresence,197,2013-05-05,21.0
19418,mks.weeklypresence,197,2013-05-12,12.0
19419,mks.weeklypresence,197,2013-05-19,15.0
19420,mks.weeklypresence,197,2013-05-26,7.0
19421,mks.weeklypresence,197,2013-06-02,15.0
19422,mks.weeklypresence,197,2013-06-09,14.0
19423,mks.weeklypresence,197,2013-06-16,9.0
19424,mks.weeklypresence,197,2013-06-23,25.0
19425,mks.weeklypresence,197,2013-06-30,19.0
19426,mks.weeklypresence,862,2013-05-05,15.0
19427,mks.weeklypresence,862,2013-05-12,10.0
19428,mks.weeklypresence,862,2013-05-19,28.0
19429,mks.weeklypresence,862,2013-05-26,23.0
19430,mks.weeklypresence,862,2013-06-02,26.0
19431,mks.weeklypresence,862,2013-06-09,24.0
19432,mks.weeklypresence,862,2013-06-16,32.0
19433,mks.weeklypresence,862,2013-06-23,28.0
19434,mks.weeklypresence,862,2013-06-30,30.0
19435,mks.weeklypresence,895,2013-05-05,17.0
19436,mks.weeklypresence,895,2013-05-12,11.0
19437,mks.weeklypresence,895,2013-05-19,30.0
19438,mks.weeklypresence,895,2013-05-26,24.0
19439,mks.weeklypresence,895,2013-06-02,30.0
19440,mks.weeklypresence,895,2013-06-09,25.0
19441,mks.weeklypresence,895,2013-06-16,24.0
19442,mks.weeklypresence,895,2013-06-23,17.0
19443,mks.weeklypresence,895,2013-06-30,30.0
19444,mks.weeklypresence,876,2013-05-05,13.0
19445,mks.weeklypresence,876,2013-05-12,5.0
19446,mks.weeklypresence,876,2013-05-19,17.0
19447,mks.weeklypresence,876,2013-05-26,16.0
19448,mks.weeklypresence,876,2013-06-02,19.0
19449,mks.weeklypresence,876,2013-06-09,17.0
19450,mks.weeklypresence,876,2013-06-16,13.0
19451,mks.weeklypresence,876,2013-06-23,15.0
19452,mks.weeklypresence,876,2013-06-30,14.0
19453,mks.weeklypresence,896,2013-05-05,25.0
19454,mks.weeklypresence,896,2013-05-12,12.0
19455,mks.weeklypresence,896,2013-05-19,24.0
19456,mks.weeklypresence,896,2013-05-26,30.0
19457,mks.weeklypresence,896,2013-06-02,32.0
19458,mks.weeklypresence,896,2013-06-09,34.0
19459,mks.weeklypresence,896,2013-06-16,31.0
19460,mks.weeklypresence,896,2013-06-23,28.0
19461,mks.weeklypresence,896,2013-06-30,23.0
19462,mks.weeklypresence,831,2013-05-05,28.0
19463,mks.weeklypresence,831,2013-05-12,0.0
19464,mks.weeklypresence,831,2013-05-19,30.0
19465,mks.weeklypresence,831,2013-05-26,24.0
19466,mks.weeklypresence,831,2013-06-02,28.0
19467,mks.weeklypresence,831,2013-06-09,33.0
19468,mks.weeklypresence,831,2013-06-16,11.0
19469,mks.weeklypresence,831,2013-06-23,19.0
19470,mks.weeklypresence,831,2013-06-30,18.0
19471,mks.weeklypresence,839,2013-05-05,27.0
19472,mks.weeklypresence,839,2013-05-12,8.0
19473,mks.weeklypresence,839,2013-05-19,21.0
19474,mks.weeklypresence,839,2013-05-26,24.0
19475,mks.weeklypresence,839,2013-06-02,23.0
19476,mks.weeklypresence,839,2013-06-09,19.0
19477,mks.weeklypresence,839,2013-06-16,16.0
19478,mks.weeklypresence,839,2013-06-23,20.0
19479,mks.weeklypresence,839,2013-06-30,24.0
19480,mks.weeklypresence,844,2013-05-05,21.0
19481,mks.weeklypresence,844,2013-05-12,10.0
19482,mks.weeklypresence,844,2013-05-19,28.0
19483,mks.weeklypresence,844,2013-05-26,23.0
19484,mks.weeklypresence,844,2013-06-02,28.0
19485,mks.weeklypresence,844,2013-06-09,25.0
19486,mks.weeklypresence,844,2013-06-16,27.0
19487,mks.weeklypresence,844,2013-06-23,27.0
19488,mks.weeklypresence,844,2013-06-30,26.0
19489,mks.weeklypresence,881,2013-05-05,27.0
19490,mks.weeklypresence,881,2013-05-12,12.0
19491,mks.weeklypresence,881,2013-05-19,32.0
19492,mks.weeklypresence,881,2013-05-26,30.0
19493,mks.weeklypresence,881,2013-06-02,35.0
19494,mks.weeklypresence,881,2013-06-09,19.0
19495,mks.weeklypresence,881,2013-06-16,26.0
19496,mks.weeklypresence,881,2013-06-23,28.0
19497,mks.weeklypresence,881,2013-06-30,25.0
19498,mks.weeklypresence,873,2013-05-05,23.0
19499,mks.weeklypresence,873,2013-05-12,12.0
19500,mks.weeklypresence,873,2013-05-19,35.0
19501,mks.weeklypresence,873,2013-05-26,27.0
19502,mks.weeklypresence,873,2013-06-02,36.0
19503,mks.weeklypresence,873,2013-06-09,31.0
19504,mks.weeklypresence,873,2013-06-16,33.0
19505,mks.weeklypresence,873,2013-06-23,30.0
19506,mks.weeklypresence,873,2013-06-30,34.0
19507,mks.weeklypresence,35,2013-05-05,24.0
19508,mks.weeklypresence,35,2013-05-12,9.0
19509,mks.weeklypresence,35,2013-05-19,27.0
19510,mks.weeklypresence,35,2013-05-26,28.0
19511,mks.weeklypresence,35,2013-06-02,18.0
19512,mks.weeklypresence,35,2013-06-09,24.0
19513,mks.weeklypresence,35,2013-06-16,25.0
19514,mks.weeklypresence,35,2013-06-23,26.0
19515,mks.weeklypresence,35,2013-06-30,26.0
19516,mks.weeklypresence,885,2013-05-05,31.0
19517,mks.weeklypresence,885,2013-05-12,11.0
19518,mks.weeklypresence,885,2013-05-19,24.0
19519,mks.weeklypresence,885,2013-05-26,24.0
19520,mks.weeklypresence,885,2013-06-02,29.0
