pk,model,member,date,hours
7398,mks.weeklypresence,782,2010-04-18,0.0
7399,mks.weeklypresence,782,2010-04-25,26.0
7400,mks.weeklypresence,782,2010-05-02,31.0
7401,mks.weeklypresence,782,2010-05-09,21.0
7402,mks.weeklypresence,782,2010-05-16,0.0
7403,mks.weeklypresence,810,2009-11-15,26.0
7404,mks.weeklypresence,810,2009-11-29,16.0
7405,mks.weeklypresence,810,2009-12-13,22.0
7406,mks.weeklypresence,810,2009-12-20,27.0
7407,mks.weeklypresence,810,2009-12-27,7.0
7408,mks.weeklypresence,810,2010-01-03,34.0
7409,mks.weeklypresence,810,2010-01-10,29.0
7410,mks.weeklypresence,810,2010-01-17,31.0
7411,mks.weeklypresence,810,2010-01-24,0.0
7412,mks.weeklypresence,810,2010-01-31,18.0
7413,mks.weeklypresence,810,2010-02-07,40.0
7414,mks.weeklypresence,810,2010-02-14,33.0
7415,mks.weeklypresence,810,2010-02-21,30.0
7416,mks.weeklypresence,810,2010-02-28,14.0
7417,mks.weeklypresence,810,2010-03-07,26.0
7418,mks.weeklypresence,810,2010-03-14,47.0
7419,mks.weeklypresence,810,2010-03-21,0.0
7420,mks.weeklypresence,810,2010-04-04,2.0
7421,mks.weeklypresence,810,2010-04-11,3.0
7422,mks.weeklypresence,810,2010-04-18,0.0
7423,mks.weeklypresence,810,2010-04-25,28.0
7424,mks.weeklypresence,810,2010-05-02,25.0
7425,mks.weeklypresence,810,2010-05-09,26.0
7426,mks.weeklypresence,810,2010-05-16,15.0
7427,mks.weeklypresence,214,2010-07-04,0.0
7428,mks.weeklypresence,214,2010-07-11,20.0
7429,mks.weeklypresence,214,2010-08-08,0.0
7430,mks.weeklypresence,214,2010-08-15,1.0
7431,mks.weeklypresence,214,2010-08-29,0.0
7432,mks.weeklypresence,214,2010-09-05,0.0
7433,mks.weeklypresence,214,2010-09-12,2.0
7434,mks.weeklypresence,214,2010-09-19,0.0
7435,mks.weeklypresence,214,2010-09-26,0.0
7436,mks.weeklypresence,214,2010-10-03,0.0
7437,mks.weeklypresence,214,2010-10-10,9.0
7438,mks.weeklypresence,214,2010-10-17,14.0
7439,mks.weeklypresence,214,2010-10-31,3.0
7440,mks.weeklypresence,214,2010-11-07,4.0
7441,mks.weeklypresence,214,2010-11-14,9.0
7442,mks.weeklypresence,214,2010-11-21,7.0
7443,mks.weeklypresence,214,2010-11-28,13.0
7444,mks.weeklypresence,214,2011-02-06,5.0
7445,mks.weeklypresence,214,2011-02-13,10.0
7446,mks.weeklypresence,771,2010-07-04,23.0
7447,mks.weeklypresence,771,2010-07-11,46.0
7448,mks.weeklypresence,771,2010-08-08,0.0
7449,mks.weeklypresence,771,2010-08-15,4.0
7450,mks.weeklypresence,771,2010-08-29,6.0
7451,mks.weeklypresence,771,2010-09-05,0.0
7452,mks.weeklypresence,771,2010-09-12,8.0
7453,mks.weeklypresence,771,2010-09-19,17.0
7454,mks.weeklypresence,771,2010-09-26,0.0
7455,mks.weeklypresence,771,2010-10-03,0.0
7456,mks.weeklypresence,771,2010-10-10,16.0
7457,mks.weeklypresence,771,2010-10-17,26.0
7458,mks.weeklypresence,771,2010-10-31,18.0
7459,mks.weeklypresence,771,2010-11-07,8.0
7460,mks.weeklypresence,771,2010-11-14,14.0
7461,mks.weeklypresence,771,2010-11-21,26.0
7462,mks.weeklypresence,771,2010-11-28,35.0
7463,mks.weeklypresence,771,2011-02-06,9.0
7464,mks.weeklypresence,771,2011-02-13,18.0
7465,mks.weeklypresence,797,2010-07-04,5.0
7466,mks.weeklypresence,797,2010-07-11,0.0
7467,mks.weeklypresence,797,2010-08-08,0.0
7468,mks.weeklypresence,797,2010-08-15,0.0
7469,mks.weeklypresence,797,2010-08-29,0.0
7470,mks.weeklypresence,797,2010-09-05,0.0
7471,mks.weeklypresence,797,2010-09-12,11.0
7472,mks.weeklypresence,797,2010-09-19,1.0
7473,mks.weeklypresence,797,2010-09-26,0.0
7474,mks.weeklypresence,797,2010-10-03,0.0
7475,mks.weeklypresence,797,2010-10-10,17.0
7476,mks.weeklypresence,797,2010-10-17,8.0
7477,mks.weeklypresence,797,2010-10-31,11.0
7478,mks.weeklypresence,797,2010-11-07,0.0
7479,mks.weeklypresence,797,2010-11-14,14.0
7480,mks.weeklypresence,797,2010-11-21,5.0
7481,mks.weeklypresence,797,2010-11-28,24.0
7482,mks.weeklypresence,797,2011-02-06,4.0
7483,mks.weeklypresence,797,2011-02-13,14.0
7484,mks.weeklypresence,800,2010-07-04,17.0
7485,mks.weeklypresence,800,2010-07-11,49.0
7486,mks.weeklypresence,800,2010-08-08,0.0
7487,mks.weeklypresence,800,2010-08-15,0.0
7488,mks.weeklypresence,800,2010-08-29,7.0
7489,mks.weeklypresence,800,2010-09-05,0.0
7490,mks.weeklypresence,800,2010-09-12,0.0
7491,mks.weeklypresence,800,2010-09-19,0.0
7492,mks.weeklypresence,800,2010-09-26,0.0
7493,mks.weeklypresence,800,2010-10-03,0.0
7494,mks.weeklypresence,800,2010-10-10,22.0
7495,mks.weeklypresence,800,2010-10-17,30.0
7496,mks.weeklypresence,800,2010-10-31,14.0
7497,mks.weeklypresence,800,2010-11-07,21.0
7498,mks.weeklypresence,800,2010-11-14,0.0
7499,mks.weeklypresence,800,2010-11-21,19.0
7500,mks.weeklypresence,800,2010-11-28,47.0
7501,mks.weeklypresence,800,2011-02-06,11.0
7502,mks.weeklypresence,800,2011-02-13,23.0
7503,mks.weeklypresence,784,2010-07-04,30.0
7504,mks.weeklypresence,784,2010-07-11,60.0
7505,mks.weeklypresence,784,2010-08-08,13.0
7506,mks.weeklypresence,784,2010-08-15,3.0
7507,mks.weeklypresence,784,2010-08-29,6.0
7508,mks.weeklypresence,784,2010-09-05,3.0
7509,mks.weeklypresence,784,2010-09-12,21.0
7510,mks.weeklypresence,784,2010-09-19,17.0
7511,mks.weeklypresence,784,2010-09-26,0.0
7512,mks.weeklypresence,784,2010-10-03,2.0
7513,mks.weeklypresence,784,2010-10-10,36.0
7514,mks.weeklypresence,784,2010-10-17,39.0
7515,mks.weeklypresence,784,2010-10-31,42.0
7516,mks.weeklypresence,784,2010-11-07,26.0
7517,mks.weeklypresence,784,2010-11-14,32.0
7518,mks.weeklypresence,784,2010-11-21,27.0
7519,mks.weeklypresence,784,2010-11-28,5.0
7520,mks.weeklypresence,784,2011-02-06,18.0
7521,mks.weeklypresence,784,2011-02-13,34.0
7522,mks.weeklypresence,28,2010-07-04,11.0
7523,mks.weeklypresence,28,2010-07-11,12.0
7524,mks.weeklypresence,28,2010-08-08,0.0
7525,mks.weeklypresence,28,2010-08-15,0.0
7526,mks.weeklypresence,28,2010-08-29,0.0
7527,mks.weeklypresence,28,2010-09-05,0.0
7528,mks.weeklypresence,28,2010-09-12,0.0
7529,mks.weeklypresence,28,2010-09-19,0.0
7530,mks.weeklypresence,28,2010-09-26,0.0
7531,mks.weeklypresence,28,2010-10-03,0.0
7532,mks.weeklypresence,28,2010-10-10,9.0
7533,mks.weeklypresence,28,2010-10-17,10.0
7534,mks.weeklypresence,28,2010-10-31,3.0
7535,mks.weeklypresence,28,2010-11-07,0.0
7536,mks.weeklypresence,28,2010-11-14,0.0
7537,mks.weeklypresence,28,2010-11-21,5.0
7538,mks.weeklypresence,28,2010-11-28,13.0
7539,mks.weeklypresence,28,2011-02-06,0.0
7540,mks.weeklypresence,28,2011-02-13,12.0
7541,mks.weeklypresence,830,2010-07-04,27.0
7542,mks.weeklypresence,830,2010-07-11,52.0
7543,mks.weeklypresence,830,2010-08-08,8.0
7544,mks.weeklypresence,830,2010-08-15,4.0
7545,mks.weeklypresence,830,2010-08-29,0.0
7546,mks.weeklypresence,830,2010-09-05,5.0
7547,mks.weeklypresence,830,2010-09-12,14.0
7548,mks.weeklypresence,830,2010-09-19,0.0
7549,mks.weeklypresence,830,2010-09-26,0.0
7550,mks.weeklypresence,830,2010-10-03,18.0
7551,mks.weeklypresence,830,2010-10-10,26.0
7552,mks.weeklypresence,830,2010-10-17,37.0
7553,mks.weeklypresence,830,2010-10-31,14.0
7554,mks.weeklypresence,830,2010-11-07,20.0
7555,mks.weeklypresence,830,2010-11-14,25.0
7556,mks.weeklypresence,830,2010-11-21,13.0
7557,mks.weeklypresence,830,2010-11-28,31.0
7558,mks.weeklypresence,830,2011-02-06,13.0
7559,mks.weeklypresence,830,2011-02-13,17.0
7560,mks.weeklypresence,845,2010-07-04,19.0
7561,mks.weeklypresence,845,2010-07-11,52.0
7562,mks.weeklypresence,845,2010-08-08,11.0
7563,mks.weeklypresence,845,2010-08-15,5.0
7564,mks.weeklypresence,845,2010-08-29,11.0
7565,mks.weeklypresence,845,2010-09-05,0.0
7566,mks.weeklypresence,845,2010-09-12,28.0
7567,mks.weeklypresence,845,2010-09-19,8.0
7568,mks.weeklypresence,845,2010-09-26,6.0
7569,mks.weeklypresence,845,2010-10-03,6.0
7570,mks.weeklypresence,845,2010-10-10,23.0
7571,mks.weeklypresence,845,2010-10-17,34.0
7572,mks.weeklypresence,845,2010-10-31,17.0
7573,mks.weeklypresence,845,2010-11-07,28.0
7574,mks.weeklypresence,845,2010-11-14,29.0
7575,mks.weeklypresence,845,2010-11-21,19.0
7576,mks.weeklypresence,845,2010-11-28,50.0
7577,mks.weeklypresence,845,2011-02-06,14.0
7578,mks.weeklypresence,845,2011-02-13,17.0
7579,mks.weeklypresence,713,2010-07-04,24.0
7580,mks.weeklypresence,713,2010-07-11,58.0
7581,mks.weeklypresence,713,2010-08-08,9.0
7582,mks.weeklypresence,713,2010-08-15,4.0
7583,mks.weeklypresence,713,2010-08-29,8.0
7584,mks.weeklypresence,713,2010-09-05,12.0
7585,mks.weeklypresence,713,2010-09-12,18.0
7586,mks.weeklypresence,713,2010-09-19,15.0
7587,mks.weeklypresence,713,2010-09-26,5.0
7588,mks.weeklypresence,713,2010-10-03,11.0
7589,mks.weeklypresence,713,2010-10-10,30.0
7590,mks.weeklypresence,713,2010-10-17,31.0
7591,mks.weeklypresence,713,2010-10-31,26.0
7592,mks.weeklypresence,713,2010-11-07,25.0
7593,mks.weeklypresence,713,2010-11-14,30.0
7594,mks.weeklypresence,713,2010-11-21,22.0
7595,mks.weeklypresence,713,2010-11-28,49.0
7596,mks.weeklypresence,713,2011-02-06,23.0
7597,mks.weeklypresence,713,2011-02-13,31.0
7598,mks.weeklypresence,814,2010-07-04,31.0
7599,mks.weeklypresence,814,2010-07-11,64.0
7600,mks.weeklypresence,814,2010-08-08,15.0
7601,mks.weeklypresence,814,2010-08-15,3.0
7602,mks.weeklypresence,814,2010-08-29,10.0
7603,mks.weeklypresence,814,2010-09-05,9.0
7604,mks.weeklypresence,814,2010-09-12,25.0
7605,mks.weeklypresence,814,2010-09-19,16.0
7606,mks.weeklypresence,814,2010-09-26,0.0
7607,mks.weeklypresence,814,2010-10-03,28.0
7608,mks.weeklypresence,814,2010-10-10,31.0
7609,mks.weeklypresence,814,2010-10-17,47.0
7610,mks.weeklypresence,814,2010-10-31,22.0
7611,mks.weeklypresence,814,2010-11-07,37.0
7612,mks.weeklypresence,814,2010-11-14,25.0
7613,mks.weeklypresence,814,2010-11-21,32.0
7614,mks.weeklypresence,814,2010-11-28,48.0
7615,mks.weeklypresence,814,2011-02-06,32.0
7616,mks.weeklypresence,814,2011-02-13,47.0
7617,mks.weeklypresence,822,2010-07-04,12.0
7618,mks.weeklypresence,822,2010-07-11,25.0
7619,mks.weeklypresence,822,2010-08-08,14.0
7620,mks.weeklypresence,822,2010-08-15,10.0
7621,mks.weeklypresence,822,2010-08-29,3.0
7622,mks.weeklypresence,822,2010-09-05,0.0
7623,mks.weeklypresence,822,2010-09-12,10.0
7624,mks.weeklypresence,822,2010-09-19,0.0
7625,mks.weeklypresence,822,2010-09-26,0.0
7626,mks.weeklypresence,822,2010-10-03,23.0
7627,mks.weeklypresence,822,2010-10-10,25.0
7628,mks.weeklypresence,822,2010-10-17,36.0
7629,mks.weeklypresence,822,2010-10-31,16.0
7630,mks.weeklypresence,822,2010-11-07,13.0
7631,mks.weeklypresence,822,2010-11-14,19.0
7632,mks.weeklypresence,822,2010-11-21,17.0
7633,mks.weeklypresence,822,2010-11-28,27.0
7634,mks.weeklypresence,822,2011-02-06,12.0
7635,mks.weeklypresence,822,2011-02-13,22.0
7636,mks.weeklypresence,717,2010-07-04,10.0
7637,mks.weeklypresence,717,2010-07-11,21.0
7638,mks.weeklypresence,717,2010-08-08,0.0
7639,mks.weeklypresence,717,2010-08-15,0.0
7640,mks.weeklypresence,717,2010-08-29,0.0
7641,mks.weeklypresence,717,2010-09-05,0.0
7642,mks.weeklypresence,717,2010-09-12,0.0
7643,mks.weeklypresence,717,2010-09-19,0.0
7644,mks.weeklypresence,717,2010-09-26,0.0
7645,mks.weeklypresence,717,2010-10-03,0.0
7646,mks.weeklypresence,717,2010-10-10,7.0
7647,mks.weeklypresence,717,2010-10-17,10.0
7648,mks.weeklypresence,717,2010-10-31,5.0
7649,mks.weeklypresence,717,2010-11-07,5.0
7650,mks.weeklypresence,717,2010-11-14,10.0
7651,mks.weeklypresence,717,2010-11-21,5.0
7652,mks.weeklypresence,717,2010-11-28,11.0
7653,mks.weeklypresence,717,2011-02-06,6.0
7654,mks.weeklypresence,717,2011-02-13,9.0
7655,mks.weeklypresence,832,2010-07-04,17.0
7656,mks.weeklypresence,832,2010-07-11,51.0
7657,mks.weeklypresence,832,2010-08-08,0.0
7658,mks.weeklypresence,832,2010-08-15,0.0
7659,mks.weeklypresence,832,2010-08-29,0.0
7660,mks.weeklypresence,832,2010-09-05,0.0
7661,mks.weeklypresence,832,2010-09-12,2.0
7662,mks.weeklypresence,832,2010-09-19,0.0
7663,mks.weeklypresence,832,2010-09-26,0.0
7664,mks.weeklypresence,832,2010-10-03,0.0
7665,mks.weeklypresence,832,2010-10-10,24.0
7666,mks.weeklypresence,832,2010-10-17,27.0
7667,mks.weeklypresence,832,2010-10-31,15.0
7668,mks.weeklypresence,832,2010-11-07,16.0
7669,mks.weeklypresence,832,2010-11-14,18.0
7670,mks.weeklypresence,832,2010-11-21,13.0
7671,mks.weeklypresence,832,2010-11-28,47.0
7672,mks.weeklypresence,832,2011-02-06,0.0
7673,mks.weeklypresence,832,2011-02-13,21.0
7674,mks.weeklypresence,208,2010-07-04,27.0
7675,mks.weeklypresence,208,2010-07-11,47.0
7676,mks.weeklypresence,208,2010-08-08,14.0
7677,mks.weeklypresence,208,2010-08-15,0.0
7678,mks.weeklypresence,208,2010-08-29,4.0
7679,mks.weeklypresence,208,2010-09-05,0.0
7680,mks.weeklypresence,208,2010-09-12,4.0
7681,mks.weeklypresence,208,2010-09-19,0.0
7682,mks.weeklypresence,208,2010-09-26,5.0
7683,mks.weeklypresence,208,2010-10-03,14.0
7684,mks.weeklypresence,208,2010-10-10,27.0
7685,mks.weeklypresence,208,2010-10-17,19.0
7686,mks.weeklypresence,208,2010-10-31,18.0
7687,mks.weeklypresence,208,2010-11-07,15.0
7688,mks.weeklypresence,208,2010-11-14,0.0
7689,mks.weeklypresence,208,2010-11-21,19.0
7690,mks.weeklypresence,208,2010-11-28,0.0
7691,mks.weeklypresence,208,2011-02-06,15.0
7692,mks.weeklypresence,208,2011-02-13,29.0
7693,mks.weeklypresence,230,2010-07-04,10.0
7694,mks.weeklypresence,230,2010-07-11,27.0
7695,mks.weeklypresence,230,2010-08-08,0.0
7696,mks.weeklypresence,230,2010-08-15,0.0
7697,mks.weeklypresence,230,2010-08-29,0.0
7698,mks.weeklypresence,230,2010-09-05,0.0
7699,mks.weeklypresence,230,2010-09-12,0.0
7700,mks.weeklypresence,230,2010-09-19,0.0
7701,mks.weeklypresence,230,2010-09-26,0.0
7702,mks.weeklypresence,230,2010-10-03,0.0
7703,mks.weeklypresence,230,2010-10-10,16.0
7704,mks.weeklypresence,230,2010-10-17,32.0
7705,mks.weeklypresence,230,2010-10-31,18.0
7706,mks.weeklypresence,230,2010-11-07,18.0
7707,mks.weeklypresence,230,2010-11-14,0.0
7708,mks.weeklypresence,230,2010-11-21,10.0
7709,mks.weeklypresence,230,2010-11-28,27.0
7710,mks.weeklypresence,230,2011-02-06,12.0
7711,mks.weeklypresence,230,2011-02-13,10.0
7712,mks.weeklypresence,200,2010-07-04,13.0
7713,mks.weeklypresence,200,2010-07-11,57.0
7714,mks.weeklypresence,200,2010-08-08,0.0
7715,mks.weeklypresence,200,2010-08-15,0.0
7716,mks.weeklypresence,200,2010-08-29,0.0
7717,mks.weeklypresence,200,2010-09-05,0.0
7718,mks.weeklypresence,200,2010-09-12,0.0
7719,mks.weeklypresence,200,2010-09-19,0.0
7720,mks.weeklypresence,200,2010-09-26,0.0
7721,mks.weeklypresence,200,2010-10-03,0.0
7722,mks.weeklypresence,200,2010-10-10,15.0
7723,mks.weeklypresence,200,2010-10-17,35.0
7724,mks.weeklypresence,200,2010-10-31,15.0
7725,mks.weeklypresence,200,2010-11-07,14.0
7726,mks.weeklypresence,200,2010-11-14,13.0
7727,mks.weeklypresence,200,2010-11-21,24.0
7728,mks.weeklypresence,200,2010-11-28,39.0
7729,mks.weeklypresence,200,2011-02-06,7.0
7730,mks.weeklypresence,200,2011-02-13,28.0
7731,mks.weeklypresence,64,2010-07-04,28.0
7732,mks.weeklypresence,64,2010-07-11,27.0
7733,mks.weeklypresence,64,2010-08-08,0.0
7734,mks.weeklypresence,64,2010-08-15,7.0
7735,mks.weeklypresence,64,2010-08-29,9.0
7736,mks.weeklypresence,64,2010-09-05,4.0
7737,mks.weeklypresence,64,2010-09-12,4.0
7738,mks.weeklypresence,64,2010-09-19,6.0
7739,mks.weeklypresence,64,2010-09-26,0.0
7740,mks.weeklypresence,64,2010-10-03,0.0
7741,mks.weeklypresence,64,2010-10-10,8.0
7742,mks.weeklypresence,64,2010-10-17,29.0
7743,mks.weeklypresence,64,2010-10-31,0.0
7744,mks.weeklypresence,64,2010-11-07,11.0
7745,mks.weeklypresence,64,2010-11-14,29.0
7746,mks.weeklypresence,64,2010-11-21,22.0
7747,mks.weeklypresence,64,2010-11-28,45.0
7748,mks.weeklypresence,64,2011-02-06,19.0
7749,mks.weeklypresence,64,2011-02-13,32.0
7750,mks.weeklypresence,730,2010-07-04,4.0
7751,mks.weeklypresence,730,2010-07-11,23.0
7752,mks.weeklypresence,730,2010-08-08,0.0
7753,mks.weeklypresence,730,2010-08-15,0.0
7754,mks.weeklypresence,730,2010-08-29,0.0
7755,mks.weeklypresence,730,2010-09-05,0.0
7756,mks.weeklypresence,730,2010-09-12,0.0
7757,mks.weeklypresence,730,2010-09-19,0.0
7758,mks.weeklypresence,730,2010-09-26,0.0
7759,mks.weeklypresence,730,2010-10-03,0.0
7760,mks.weeklypresence,730,2010-10-10,14.0
7761,mks.weeklypresence,730,2010-10-17,15.0
7762,mks.weeklypresence,730,2010-10-31,3.0
7763,mks.weeklypresence,730,2010-11-07,9.0
7764,mks.weeklypresence,730,2010-11-14,14.0
7765,mks.weeklypresence,730,2010-11-21,17.0
7766,mks.weeklypresence,730,2010-11-28,27.0
7767,mks.weeklypresence,730,2011-02-06,10.0
7768,mks.weeklypresence,730,2011-02-13,12.0
7769,mks.weeklypresence,63,2010-07-04,5.0
7770,mks.weeklypresence,63,2010-07-11,10.0
7771,mks.weeklypresence,63,2010-08-08,0.0
7772,mks.weeklypresence,63,2010-08-15,0.0
7773,mks.weeklypresence,63,2010-08-29,0.0
7774,mks.weeklypresence,63,2010-09-05,0.0
7775,mks.weeklypresence,63,2010-09-12,1.0
7776,mks.weeklypresence,63,2010-09-19,0.0
7777,mks.weeklypresence,63,2010-09-26,0.0
7778,mks.weeklypresence,63,2010-10-03,0.0
7779,mks.weeklypresence,63,2010-10-10,9.0
7780,mks.weeklypresence,63,2010-10-17,10.0
7781,mks.weeklypresence,63,2010-10-31,10.0
7782,mks.weeklypresence,63,2010-11-07,2.0
7783,mks.weeklypresence,63,2010-11-14,2.0
7784,mks.weeklypresence,63,2010-11-21,9.0
7785,mks.weeklypresence,63,2010-11-28,4.0
7786,mks.weeklypresence,63,2011-02-06,7.0
7787,mks.weeklypresence,63,2011-02-13,8.0
7788,mks.weeklypresence,785,2010-07-04,26.0
7789,mks.weeklypresence,785,2010-07-11,59.0
7790,mks.weeklypresence,785,2010-08-08,6.0
7791,mks.weeklypresence,785,2010-08-15,3.0
7792,mks.weeklypresence,785,2010-08-29,0.0
7793,mks.weeklypresence,785,2010-09-05,0.0
7794,mks.weeklypresence,785,2010-09-12,5.0
7795,mks.weeklypresence,785,2010-09-19,4.0
7796,mks.weeklypresence,785,2010-09-26,0.0
7797,mks.weeklypresence,785,2010-10-03,6.0
7798,mks.weeklypresence,785,2010-10-10,24.0
7799,mks.weeklypresence,785,2010-10-17,33.0
7800,mks.weeklypresence,785,2010-10-31,21.0
7801,mks.weeklypresence,785,2010-11-07,24.0
7802,mks.weeklypresence,785,2010-11-14,27.0
7803,mks.weeklypresence,785,2010-11-21,18.0
7804,mks.weeklypresence,785,2010-11-28,49.0
7805,mks.weeklypresence,785,2011-02-06,0.0
7806,mks.weeklypresence,785,2011-02-13,17.0
7807,mks.weeklypresence,210,2010-07-04,26.0
7808,mks.weeklypresence,210,2010-07-11,45.0
7809,mks.weeklypresence,210,2010-08-08,0.0
7810,mks.weeklypresence,210,2010-08-15,0.0
7811,mks.weeklypresence,210,2010-08-29,0.0
7812,mks.weeklypresence,210,2010-09-05,0.0
7813,mks.weeklypresence,210,2010-09-12,0.0
7814,mks.weeklypresence,210,2010-09-19,6.0
7815,mks.weeklypresence,210,2010-09-26,0.0
7816,mks.weeklypresence,210,2010-10-03,6.0
7817,mks.weeklypresence,210,2010-10-10,22.0
7818,mks.weeklypresence,210,2010-10-17,31.0
7819,mks.weeklypresence,210,2010-10-31,18.0
7820,mks.weeklypresence,210,2010-11-07,29.0
7821,mks.weeklypresence,210,2010-11-14,26.0
7822,mks.weeklypresence,210,2010-11-21,34.0
7823,mks.weeklypresence,210,2010-11-28,54.0
7824,mks.weeklypresence,210,2011-02-06,16.0
7825,mks.weeklypresence,210,2011-02-13,21.0
7826,mks.weeklypresence,834,2010-07-04,35.0
7827,mks.weeklypresence,834,2010-07-11,54.0
7828,mks.weeklypresence,834,2010-08-08,26.0
7829,mks.weeklypresence,834,2010-08-15,6.0
7830,mks.weeklypresence,834,2010-08-29,19.0
7831,mks.weeklypresence,834,2010-09-05,6.0
7832,mks.weeklypresence,834,2010-09-12,10.0
7833,mks.weeklypresence,834,2010-09-19,0.0
7834,mks.weeklypresence,834,2010-09-26,10.0
7835,mks.weeklypresence,834,2010-10-03,6.0
7836,mks.weeklypresence,834,2010-10-10,31.0
7837,mks.weeklypresence,834,2010-10-17,37.0
7838,mks.weeklypresence,834,2010-10-31,16.0
7839,mks.weeklypresence,834,2010-11-07,0.0
7840,mks.weeklypresence,834,2010-11-14,18.0
7841,mks.weeklypresence,834,2010-11-21,36.0
7842,mks.weeklypresence,834,2010-11-28,51.0
7843,mks.weeklypresence,834,2011-02-06,17.0
7844,mks.weeklypresence,834,2011-02-13,19.0
7845,mks.weeklypresence,791,2010-07-04,2.0
7846,mks.weeklypresence,791,2010-07-11,14.0
7847,mks.weeklypresence,791,2010-08-08,0.0
7848,mks.weeklypresence,791,2010-08-15,0.0
7849,mks.weeklypresence,791,2010-08-29,0.0
7850,mks.weeklypresence,791,2010-09-05,0.0
7851,mks.weeklypresence,791,2010-09-12,0.0
7852,mks.weeklypresence,791,2010-09-19,0.0
7853,mks.weeklypresence,791,2010-09-26,0.0
7854,mks.weeklypresence,791,2010-10-03,1.0
7855,mks.weeklypresence,791,2010-10-10,10.0
7856,mks.weeklypresence,791,2010-10-17,0.0
7857,mks.weeklypresence,791,2010-10-31,17.0
7858,mks.weeklypresence,791,2010-11-07,19.0
7859,mks.weeklypresence,791,2010-11-14,1.0
7860,mks.weeklypresence,791,2010-11-21,3.0
7861,mks.weeklypresence,791,2010-11-28,27.0
7862,mks.weeklypresence,791,2011-02-06,8.0
7863,mks.weeklypresence,791,2011-02-13,8.0
7864,mks.weeklypresence,752,2010-07-04,31.0
7865,mks.weeklypresence,752,2010-07-11,67.0
7866,mks.weeklypresence,752,2010-08-08,14.0
7867,mks.weeklypresence,752,2010-08-15,4.0
7868,mks.weeklypresence,752,2010-08-29,0.0
7869,mks.weeklypresence,752,2010-09-05,9.0
7870,mks.weeklypresence,752,2010-09-12,22.0
7871,mks.weeklypresence,752,2010-09-19,8.0
7872,mks.weeklypresence,752,2010-09-26,0.0
7873,mks.weeklypresence,752,2010-10-03,5.0
7874,mks.weeklypresence,752,2010-10-10,32.0
7875,mks.weeklypresence,752,2010-10-17,40.0
7876,mks.weeklypresence,752,2010-10-31,21.0
7877,mks.weeklypresence,752,2010-11-07,25.0
7878,mks.weeklypresence,752,2010-11-14,26.0
7879,mks.weeklypresence,752,2010-11-21,34.0
7880,mks.weeklypresence,752,2010-11-28,51.0
7881,mks.weeklypresence,752,2011-02-06,17.0
7882,mks.weeklypresence,752,2011-02-13,30.0
7883,mks.weeklypresence,821,2010-07-04,0.0
7884,mks.weeklypresence,821,2010-07-11,57.0
7885,mks.weeklypresence,821,2010-08-08,0.0
7886,mks.weeklypresence,821,2010-08-15,0.0
7887,mks.weeklypresence,821,2010-08-29,10.0
7888,mks.weeklypresence,821,2010-09-05,0.0
7889,mks.weeklypresence,821,2010-09-12,6.0
7890,mks.weeklypresence,821,2010-09-19,5.0
7891,mks.weeklypresence,821,2010-09-26,0.0
7892,mks.weeklypresence,821,2010-10-03,4.0
7893,mks.weeklypresence,821,2010-10-10,0.0
7894,mks.weeklypresence,821,2010-10-17,34.0
7895,mks.weeklypresence,821,2010-10-31,15.0
7896,mks.weeklypresence,821,2010-11-07,20.0
7897,mks.weeklypresence,821,2010-11-14,18.0
7898,mks.weeklypresence,821,2010-11-21,18.0
7899,mks.weeklypresence,821,2010-11-28,49.0
7900,mks.weeklypresence,821,2011-02-06,10.0
7901,mks.weeklypresence,821,2011-02-13,24.0
7902,mks.weeklypresence,90,2010-07-04,0.0
7903,mks.weeklypresence,90,2010-07-11,19.0
7904,mks.weeklypresence,90,2010-08-08,0.0
7905,mks.weeklypresence,90,2010-08-15,0.0
7906,mks.weeklypresence,90,2010-08-29,0.0
7907,mks.weeklypresence,90,2010-09-05,0.0
7908,mks.weeklypresence,90,2010-09-12,0.0
7909,mks.weeklypresence,90,2010-09-19,0.0
7910,mks.weeklypresence,90,2010-09-26,0.0
7911,mks.weeklypresence,90,2010-10-03,0.0
7912,mks.weeklypresence,90,2010-10-10,11.0
7913,mks.weeklypresence,90,2010-10-17,11.0
7914,mks.weeklypresence,90,2010-10-31,9.0
7915,mks.weeklypresence,90,2010-11-07,0.0
7916,mks.weeklypresence,90,2010-11-14,0.0
7917,mks.weeklypresence,90,2010-11-21,2.0
7918,mks.weeklypresence,90,2010-11-28,16.0
7919,mks.weeklypresence,90,2011-02-06,4.0
7920,mks.weeklypresence,90,2011-02-13,9.0
7921,mks.weeklypresence,20,2010-07-04,9.0
7922,mks.weeklypresence,20,2010-07-11,12.0
7923,mks.weeklypresence,20,2010-08-08,0.0
7924,mks.weeklypresence,20,2010-08-15,0.0
7925,mks.weeklypresence,20,2010-08-29,0.0
7926,mks.weeklypresence,20,2010-09-05,0.0
7927,mks.weeklypresence,20,2010-09-12,0.0
7928,mks.weeklypresence,20,2010-09-19,0.0
7929,mks.weeklypresence,20,2010-09-26,0.0
7930,mks.weeklypresence,20,2010-10-03,0.0
7931,mks.weeklypresence,20,2010-10-10,5.0
7932,mks.weeklypresence,20,2010-10-17,0.0
7933,mks.weeklypresence,20,2010-10-31,1.0
7934,mks.weeklypresence,20,2010-11-07,0.0
7935,mks.weeklypresence,20,2010-11-14,1.0
